2025-11-03 21:56:09,755 - scripts.services.llm_service - INFO - LLM原始返回: '待审查的关系对象描述了“大日本帝国”（Organization）与“慰安妇”（Organization）之间的“FOUNDED”（建立）关系。

首先，我们来分析节点类型。“大日本帝国”被明确标识为“Organization”，这符合规则中对“Organization”的定义，可以包括国家实体。然而，“慰安妇”被标识为“Organization”。根据提供的节点类型定义，“Organization”指的是“组织，包括职务、职级、泛称，包括国家。包括政府等行政区权力机关。” “慰安妇”并非一个具有独立法人资格或行政职能的组织，而更多是指代一个被强迫从事性服务的群体，或者是一个被建立的“制度”。如果将其视为一个“制度”或“体系”，那么它可能更符合“Movement”或“Document”的定义，例如“防火长城”被归类为“Movement”，而“一国两制”被归类为“Document”。但此处明确指定为“Organization”，我们需要基于此进行判断。

接下来，我们考察关系类型“FOUNDED”。该关系用于描述“实体创立组织的行为”。在当前案例中，“大日本帝国”（Organization）“FOUNDED”了“慰安妇”（Organization）。这暗示“慰安妇”作为一个“Organization”是被“大日本帝国”所建立的。描述中的“日本军队建立了‘慰安妇’制度”也支持了这种“建立”或“创建”的语义。

现在，我们来评估是否存在删除的必要性，严格依据【规则：需要删除的情况】。

1.  **方向错误**: “FOUNDED”关系是“Person/Organization/Event/Movement/Document -`FOUNDED`-> Organization”。源节点“大日本帝国”是Organization，目标节点“慰安妇”被标识为Organization。关系的类型和方向符合规则定义，不存在方向错误。

2.  **内容冗余**: 我们需要判断是否存在另一个更具体的、能够更准确地反映描述的关系类型，并且该关系类型应用于相同的source和target。
    *   “FOUNDED”的关系语义是“创立组织”。描述中提到“日本军队建立了‘慰安妇’制度”，这直接指向了“建立”这个动作。
    *   是否存在更具体的、可以替代“FOUNDED”的关系？“Person/Organization/Event/Movement/Document -`PUSHED`-> Person/Organization/Event/Movement/Document”关系描述“起推动、促进作用”。“慰安妇”制度的建立无疑是对该制度所涉及群体的“推动”或“促进”（从加害者角度而言，尽管是负面意义）。然而，“FOUNDED”比“PUSHED”更直接地描述了“建立”这一行为，特别是当目标是一个“Organization”时。“FOUNDED”就是专门为了描述这种“建立组织”的行为而设定的，其精确性高于“PUSHED”。
    *   “Person/Organization/Event/Movement/Document -`BLOCKED`-> Person/Organization/Event/Movement/Document”关系描述“起阻碍、反对作用”。显然不适用。
    *   “Person/Organization/Event/Movement/Document -`INFLUENCED`-> Person/Organization/Event/Document/Location”关系是通用关系。如果“FOUNDED”不能被精确描述，则考虑“INFLUENCED”。但“FOUNDED”本身就是一个非常具体的关系，用来描述“建立组织”。

    考虑到“FOUNDED”专门用于描述“实体创立组织的行为”，而描述明确提及“建立了‘慰安妇’制度”，并且目标节点被限定为“Organization”，那么“FOUNDED”关系是直接且准确的。即便“慰安妇”作为Organization的类型认定可能存在一些争议（例如，如果将其视为一个“制度”而非“实体组织”），但在给定类型的前提下，“FOUNDED”是直接指向“建立”这一核心语义的。

    我们再进一步思考，是否存在其他关系可以更准确地描述“大日本帝国”与“慰安妇”（作为Organization）之间的关系。
    *   `MEMBER_OF`: 不适用。
    *   `SUBORDINATE_OF`: 不适用，不是直接上下级汇报关系。
    *   `MET_WITH`: 不适用于组织与组织之间的“建立”行为。
    *   `FRIEND_OF` / `ENEMY_OF`: 不适用。
    *   `PUSHED` / `BLOCKED`: 如前所述，“FOUNDED”比“PUSHED”更具体。

    关键在于“FOUNDED”就是用于“创立组织”。即便“慰安妇”的“Organization”属性有些牵强，但如果规则强制我们接受其为“Organization”，那么“FOUNDED”就是最直接描述“建立”该“Organization”的关系。

    根据“铁的原则是：以下几个可用关系，要覆盖所有可能的关系语义。因此，不要过度严苛。”以及“只要关系本身没有大的问题，均予保留。”，我们认为“FOUNDED”关系在这里是贴合“建立”这一行为的，并且在给定的节点类型下，没有更精确的关系能够替代它。

    尽管“慰安妇”这个概念作为“Organization”的定性可能值得商榷，但我们被严格要求“严禁质疑”，并基于给定的类型进行判断。在“大日本帝国”作为“Organization”去“建立”一个被定义为“Organization”的“慰安妇”的场景下，“FOUNDED”是最符合语义的选择。它准确地捕捉了“建立”这个核心动作，并且没有更具体的、能够替代它的关系存在。

    因此，认为该关系存在冗余，以至于需要删除，其把握程度远未达到90%的删除门槛。

    我们倾向于保留关系，因为删除意味着信息的遗失，而当前的关系“FOUNDED”虽然可能在节点类型上存在一些语义上的模糊性（尽管规则要求不质疑），但它确实传达了“大日本帝国”对“慰安妇”制度的“建立”这一核心事实。

    因此，基于现有规则，即使节点类型存在潜在的疑问，但关系类型“FOUNDED”与描述高度契合，且没有更优的、更具体的替代关系，也不存在方向错误。

    最后，再次审视“Founding”的定义：“描述实体创立组织的行为”。描述：“日本军队建立了‘慰安妇’制度”。这个“制度”在此被表示为“Organization”。“建立”与“Founding”高度一致。

    考虑到规则强调“严禁过度严苛”、“只要关系本身没有大的问题，均予保留”，并且“一旦删除意味着信息的彻底遗失”，而“当且仅当把握大于90%时，删除关系”，我们认为此处删除的可能性不大。

    即便“慰安妇”更像一个“Movement”或“Document”，但被强制定义为“Organization”时，“FOUNDED”是最直接表达“建立”该“Organization”的关系。

    我们没有发现任何理由可以确信存在一个更精确的关系可以替代“FOUNDED”，也没有发现“FOUNDED”本身有明确的错误。

结论：False (保留)'
2025-11-03 21:56:09,756 - scripts.services.llm_service - INFO - LLM决策: False (保留)
2025-11-03 22:17:34,702 - scripts.check_pageviews - INFO - [*] 正在网络查询: 對中國共產黨摘取法輪功學員及良心犯器官的指控 (zh)
2025-11-03 22:17:34,702 - scripts.check_pageviews - INFO - [*] 正在网络查询: 两伊战争 (zh)
2025-11-03 22:17:34,703 - scripts.check_pageviews - INFO - [*] 正在网络查询: 伊朗伊斯蘭革命 (zh)
2025-11-03 22:17:34,703 - scripts.check_pageviews - INFO - [*] 正在网络查询: 韬光养晦 (zh)
2025-11-03 22:17:34,703 - scripts.check_pageviews - INFO - [*] 正在网络查询: 高等学校院系调整 (zh)
2025-11-03 22:17:34,703 - scripts.check_pageviews - INFO - [*] 正在网络查询: 批邓、反击右倾翻案风 (zh)
2025-11-03 22:17:34,703 - scripts.check_pageviews - INFO - [*] 正在网络查询: 东欧剧变 (zh)
2025-11-03 22:17:34,703 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中法战争 (zh)
2025-11-03 22:17:34,703 - scripts.check_pageviews - INFO - [*] 正在网络查询: 北戴河办公制度 (zh)
2025-11-03 22:17:34,703 - scripts.check_pageviews - INFO - [*] 正在网络查询: 第一次国共内战 (zh)
2025-11-03 22:17:34,704 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中华人民共和国户籍制度 (zh)
2025-11-03 22:17:34,704 - scripts.check_pageviews - INFO - [*] 正在网络查询: 蘇日戰爭 (zh)
2025-11-03 22:19:08,443 - scripts.check_pageviews - INFO -   ...原始查询失败，尝试备用标题: '莊順皇太妃'
2025-11-03 22:19:09,465 - scripts.check_pageviews - INFO -   ...原始查询失败，尝试备用标题: '威爾士親王威廉'
2025-11-03 22:19:36,504 - scripts.check_pageviews - INFO - 批次 11 处理完毕，暂停 5 秒以降低API请求频率...
2025-11-03 22:19:41,505 - scripts.check_pageviews - INFO - --- 正在处理批次 12/38 (共 120 项) ---
2025-11-03 22:19:41,506 - scripts.check_pageviews - INFO - [*] 正在网络查询: 二次革命 (zh)
2025-11-03 22:19:41,506 - scripts.check_pageviews - INFO - [*] 正在网络查询: 红色恐怖 (zh)
2025-11-03 22:19:41,506 - scripts.check_pageviews - INFO - [*] 正在网络查询: 人民代表大会制度 (zh)
2025-11-03 22:19:41,507 - scripts.check_pageviews - INFO - [*] 正在网络查询: 德国十一月革命 (zh)
2025-11-03 22:19:41,507 - scripts.check_pageviews - INFO - [*] 正在网络查询: 2016年及2017年香港政治制度改革 (zh)
2025-11-03 22:19:41,507 - scripts.check_pageviews - INFO - [*] 正在网络查询: 六三运动 (zh)
2025-11-03 22:19:41,507 - scripts.check_pageviews - INFO - [*] 正在网络查询: 社会主义建设总路线 (zh)
2025-11-03 22:19:41,507 - scripts.check_pageviews - INFO - [*] 正在网络查询: 秦末民变 (zh)
2025-11-03 22:19:41,507 - scripts.check_pageviews - INFO - [*] 正在网络查询: 蒙古滅西夏之戰 (zh)
2025-11-03 22:19:41,507 - scripts.check_pageviews - INFO - [*] 正在网络查询: 比利時獨立 (zh)
2025-11-03 22:19:41,507 - scripts.check_pageviews - INFO - [*] 正在网络查询: 香港電影新浪潮 (zh)
2025-11-03 22:19:41,508 - scripts.check_pageviews - INFO - [*] 正在网络查询: 巴黎名媛舞会 (zh)
2025-11-03 22:19:41,508 - scripts.check_pageviews - INFO - [*] 正在网络查询: 新樂府運動 (zh)
2025-11-03 22:19:41,508 - scripts.check_pageviews - INFO - [*] 正在网络查询: 洋冒进 (zh)
2025-11-03 22:19:41,508 - scripts.check_pageviews - INFO - [*] 正在网络查询: 朝鲜王朝身份制度 (zh)
2025-11-03 22:19:41,508 - scripts.check_pageviews - INFO - [*] 正在网络查询: 精神文明建设 (zh)
2025-11-03 22:19:41,508 - scripts.check_pageviews - INFO - [*] 正在网络查询: 向北发展，向南防御 (zh)
2025-11-03 22:19:41,508 - scripts.check_pageviews - INFO - [*] 正在网络查询: 三讲教育 (zh)
2025-11-03 22:19:41,508 - scripts.check_pageviews - INFO - [*] 正在网络查询: 胡锦涛中共二十大离场事件 (zh)
2025-11-03 22:19:41,509 - scripts.check_pageviews - INFO - [*] 正在网络查询: 日本投降 (zh)
2025-11-03 22:19:41,509 - scripts.check_pageviews - INFO - [*] 正在网络查询: 南海仲裁案 (zh)
2025-11-03 22:19:41,509 - scripts.check_pageviews - INFO - [*] 正在网络查询: 靖难之役 (zh)
2025-11-03 22:19:41,509 - scripts.check_pageviews - INFO - [*] 正在网络查询: 2022年新疆乌鲁木齐高层住宅楼火灾 (zh)
2025-11-03 22:19:41,509 - scripts.check_pageviews - INFO - [*] 正在网络查询: 四行仓库保卫战 (zh)
2025-11-03 22:19:41,509 - scripts.check_pageviews - INFO - [*] 正在网络查询: 孙志刚事件 (zh)
2025-11-03 22:19:41,509 - scripts.check_pageviews - INFO - [*] 正在网络查询: 仁川登陆 (zh)
2025-11-03 22:19:41,509 - scripts.check_pageviews - INFO - [*] 正在网络查询: 巨鹿之战 (zh)
2025-11-03 22:19:41,509 - scripts.check_pageviews - INFO - [*] 正在网络查询: 北平和谈 (zh)
2025-11-03 22:19:41,510 - scripts.check_pageviews - INFO - [*] 正在网络查询: 美麗島事件 (zh)
2025-11-03 22:19:41,510 - scripts.check_pageviews - INFO - [*] 正在网络查询: 南北榜案 (zh)
2025-11-03 22:19:41,510 - scripts.check_pageviews - INFO - [*] 正在网络查询: 德黑兰会议 (zh)
2025-11-03 22:19:41,510 - scripts.check_pageviews - INFO - [*] 正在网络查询: 海伍德死亡案 (zh)
2025-11-03 22:19:41,510 - scripts.check_pageviews - INFO - [*] 正在网络查询: 毛泽东之死 (zh)
2025-11-03 22:19:41,510 - scripts.check_pageviews - INFO - [*] 正在网络查询: 水变油事件 (zh)
2025-11-03 22:19:41,510 - scripts.check_pageviews - INFO - [*] 正在网络查询: 二二六事件 (zh)
2025-11-03 22:19:41,510 - scripts.check_pageviews - INFO - [*] 正在网络查询: 红八月 (zh)
2025-11-03 22:19:41,510 - scripts.check_pageviews - INFO - [*] 正在网络查询: 锦州战役 (1948年) (zh)
2025-11-03 22:19:41,511 - scripts.check_pageviews - INFO - [*] 正在网络查询: 2018年中華民國直轄市長及縣市長選舉 (zh)
2025-11-03 22:19:41,511 - scripts.check_pageviews - INFO - [*] 正在网络查询: 台兒莊戰役 (zh)
2025-11-03 22:19:41,511 - scripts.check_pageviews - INFO - [*] 正在网络查询: 范冰冰事件 (zh)
2025-11-03 22:19:41,511 - scripts.check_pageviews - INFO - [*] 正在网络查询: 明末大鼠疫 (zh)
2025-11-03 22:19:41,511 - scripts.check_pageviews - INFO - [*] 正在网络查询: 2022年香港特別行政區行政長官選舉 (zh)
2025-11-03 22:19:41,511 - scripts.check_pageviews - INFO - [*] 正在网络查询: 郭维国、李阳、王鹏飞、王智徇私枉法案 (zh)
2025-11-03 22:19:41,511 - scripts.check_pageviews - INFO - [*] 正在网络查询: 烏坎事件 (zh)
2025-11-03 22:19:41,511 - scripts.check_pageviews - INFO - [*] 正在网络查询: 要求习近平辞任总书记公开信事件 (zh)
2025-11-03 22:19:41,511 - scripts.check_pageviews - INFO - [*] 正在网络查询: 柏林墙倒塌 (zh)
2025-11-03 22:19:41,512 - scripts.check_pageviews - INFO - [*] 正在网络查询: 2019年香港區議會選舉 (zh)
2025-11-03 22:19:41,512 - scripts.check_pageviews - INFO - [*] 正在网络查询: 黄河改道 (zh)
2025-11-03 22:19:41,512 - scripts.check_pageviews - INFO - [*] 正在网络查询: 2014年中華民國地方公職人員選舉 (zh)
2025-11-03 22:19:41,512 - scripts.check_pageviews - INFO - [*] 正在网络查询: 北平和平解放 (zh)
2025-11-03 22:19:41,512 - scripts.check_pageviews - INFO - [*] 正在网络查询: 黄海海战 (1894年) (zh)
2025-11-03 22:19:41,512 - scripts.check_pageviews - INFO - [*] 正在网络查询: 曹石之變 (zh)
2025-11-03 22:19:41,512 - scripts.check_pageviews - INFO - [*] 正在网络查询: 1953年伊朗政變 (zh)
2025-11-03 22:19:41,512 - scripts.check_pageviews - INFO - [*] 正在网络查询: 濟南號空難 (zh)
2025-11-03 22:19:41,513 - scripts.check_pageviews - INFO - [*] 正在网络查询: 宋江起义 (zh)
2025-11-03 22:19:41,513 - scripts.check_pageviews - INFO - [*] 正在网络查询: 晋西事变 (zh)
2025-11-03 22:19:41,513 - scripts.check_pageviews - INFO - [*] 正在网络查询: 藥害愛滋事件 (zh)
2025-11-03 22:19:41,513 - scripts.check_pageviews - INFO - [*] 正在网络查询: 北京政变 (1924年) (zh)
2025-11-03 22:19:41,513 - scripts.check_pageviews - INFO - [*] 正在网络查询: 冷藏行動 (zh)
2025-11-03 22:19:41,513 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国共产党中央非常委员会案 (zh)
2025-11-03 22:19:41,513 - scripts.check_pageviews - INFO - [*] 正在网络查询: 1909年南非法令 (zh)
2025-11-03 22:19:41,513 - scripts.check_pageviews - INFO - [*] 正在网络查询: 黄松有受贿贪污案 (zh)
2025-11-03 22:19:41,513 - scripts.check_pageviews - INFO - [*] 正在网络查询: 沙特阿拉伯 (zh)
2025-11-03 22:19:41,514 - scripts.check_pageviews - INFO - [*] 正在网络查询: 伊斯兰教 (zh)
2025-11-03 22:19:41,514 - scripts.check_pageviews - INFO - [*] 正在网络查询: 意大利 (zh)
2025-11-03 22:19:41,514 - scripts.check_pageviews - INFO - [*] 正在网络查询: 道教 (zh)
2025-11-03 22:19:41,514 - scripts.check_pageviews - INFO - [*] 正在网络查询: 民主党 (美国) (zh)
2025-11-03 22:19:41,514 - scripts.check_pageviews - INFO - [*] 正在网络查询: 藏人行政中央 (zh)
2025-11-03 22:19:41,514 - scripts.check_pageviews - INFO - [*] 正在网络查询: 國家級正職 (zh)
2025-11-03 22:19:41,514 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中华人民共和国国务院 (zh)
2025-11-03 22:19:41,514 - scripts.check_pageviews - INFO - [*] 正在网络查询: 美国国会 (zh)
2025-11-03 22:19:41,515 - scripts.check_pageviews - INFO - [*] 正在网络查询: 北京大学 (zh)
2025-11-03 22:19:41,515 - scripts.check_pageviews - INFO - [*] 正在网络查询: 哥伦比亚大学 (zh)
2025-11-03 22:19:41,515 - scripts.check_pageviews - INFO - [*] 正在网络查询: 新朝 (zh)
2025-11-03 22:19:41,515 - scripts.check_pageviews - INFO - [*] 正在网络查询: 梁 (南朝) (zh)
2025-11-03 22:19:41,515 - scripts.check_pageviews - INFO - [*] 正在网络查询: 北周 (zh)
2025-11-03 22:19:41,515 - scripts.check_pageviews - INFO - [*] 正在网络查询: 皇帝 (zh)
2025-11-03 22:19:41,515 - scripts.check_pageviews - INFO - [*] 正在网络查询: 習近平派系 (zh)
2025-11-03 22:19:41,515 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国人民政治协商会议全国委员会 (zh)
2025-11-03 22:19:41,516 - scripts.check_pageviews - INFO - [*] 正在网络查询: 约翰斯·霍普金斯大学 (zh)
2025-11-03 22:19:41,516 - scripts.check_pageviews - INFO - [*] 正在网络查询: 朝鲜劳动党 (zh)
2025-11-03 22:19:41,516 - scripts.check_pageviews - INFO - [*] 正在网络查询: 上海市提篮桥监狱 (zh)
2025-11-03 22:19:41,516 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国航空工业集团 (zh)
2025-11-03 22:19:41,516 - scripts.check_pageviews - INFO - [*] 正在网络查询: 極左派 (zh)
2025-11-03 22:19:41,516 - scripts.check_pageviews - INFO - [*] 正在网络查询: 民主柬埔寨 (zh)
2025-11-03 22:19:41,516 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国共产党浙江省委员会 (zh)
2025-11-03 22:19:41,516 - scripts.check_pageviews - INFO - [*] 正在网络查询: 徕卡相机 (zh)
2025-11-03 22:19:41,517 - scripts.check_pageviews - INFO - [*] 正在网络查询: 东北大学 (美国) (zh)
2025-11-03 22:19:41,517 - scripts.check_pageviews - INFO - [*] 正在网络查询: 新西兰 (zh)
2025-11-03 22:19:41,517 - scripts.check_pageviews - INFO - [*] 正在网络查询: 印度共产党（毛主义） (zh)
2025-11-03 22:19:41,517 - scripts.check_pageviews - INFO - [*] 正在网络查询: 格鲁吉亚 (zh)
2025-11-03 22:19:41,517 - scripts.check_pageviews - INFO - [*] 正在网络查询: 东北大学 (中国) (zh)
2025-11-03 22:19:41,517 - scripts.check_pageviews - INFO - [*] 正在网络查询: 长州藩 (zh)
2025-11-03 22:19:41,517 - scripts.check_pageviews - INFO - [*] 正在网络查询: 丞相 (zh)
2025-11-03 22:19:41,517 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国共产党北京市委员会 (zh)
2025-11-03 22:19:41,518 - scripts.check_pageviews - INFO - [*] 正在网络查询: 三鹿集团 (zh)
2025-11-03 22:19:41,518 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国共产党中央委员会政法委员会 (zh)
2025-11-03 22:19:41,518 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国石油天然气集团 (zh)
2025-11-03 22:19:41,518 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国第一汽车集团 (zh)
2025-11-03 22:19:41,518 - scripts.check_pageviews - INFO - [*] 正在网络查询: 骷髅会 (zh)
2025-11-03 22:19:41,518 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国农业银行 (zh)
2025-11-03 22:19:41,518 - scripts.check_pageviews - INFO - [*] 正在网络查询: 孙力军团伙 (zh)
2025-11-03 22:19:41,518 - scripts.check_pageviews - INFO - [*] 正在网络查询: 匈牙利 (zh)
2025-11-03 22:19:41,518 - scripts.check_pageviews - INFO - [*] 正在网络查询: 建州女真 (zh)
2025-11-03 22:19:41,519 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国共产党中央委员会办公厅 (zh)
2025-11-03 22:19:41,519 - scripts.check_pageviews - INFO - [*] 正在网络查询: 內閣總理大臣 (zh)
2025-11-03 22:19:41,519 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国人民解放军军事科学院 (zh)
2025-11-03 22:19:41,519 - scripts.check_pageviews - INFO - [*] 正在网络查询: 文心一言 (zh)
2025-11-03 22:19:41,519 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国远洋海运集团 (zh)
2025-11-03 22:19:41,519 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中央外事工作委员会 (zh)
2025-11-03 22:19:41,519 - scripts.check_pageviews - INFO - [*] 正在网络查询: 吏部 (zh)
2025-11-03 22:19:41,519 - scripts.check_pageviews - INFO - [*] 正在网络查询: 陈国 (zh)
2025-11-03 22:19:41,519 - scripts.check_pageviews - INFO - [*] 正在网络查询: 深圳证券交易所 (zh)
2025-11-03 22:19:41,520 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国人寿保险 (zh)
2025-11-03 22:19:41,520 - scripts.check_pageviews - INFO - [*] 正在网络查询: 奈及利亞 (zh)
2025-11-03 22:19:41,520 - scripts.check_pageviews - INFO - [*] 正在网络查询: 事业单位 (zh)
2025-11-03 22:19:41,520 - scripts.check_pageviews - INFO - [*] 正在网络查询: 美国驻成都总领事馆 (zh)
2025-11-03 22:19:41,520 - scripts.check_pageviews - INFO - [*] 正在网络查询: 广州中华民国政府 (zh)
2025-11-03 22:19:41,520 - scripts.check_pageviews - INFO - [*] 正在网络查询: 伊斯兰国 (zh)
2025-11-03 22:19:41,520 - scripts.check_pageviews - INFO - [*] 正在网络查询: 第十三届全国人民代表大会 (zh)
2025-11-03 22:21:41,427 - scripts.check_pageviews - INFO - 批次 12 处理完毕，暂停 5 秒以降低API请求频率...
2025-11-03 22:21:46,432 - scripts.check_pageviews - INFO - --- 正在处理批次 13/38 (共 120 项) ---
2025-11-03 22:21:46,433 - scripts.check_pageviews - INFO - [*] 正在网络查询: 美国财政部 (zh)
2025-11-03 22:21:46,433 - scripts.check_pageviews - INFO - [*] 正在网络查询: 县处级正职 (zh)
2025-11-03 22:21:46,433 - scripts.check_pageviews - INFO - [*] 正在网络查询: 正蓝旗 (zh)
2025-11-03 22:21:46,433 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中欧国际工商学院 (zh)
2025-11-03 22:21:46,433 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国电子信息产业集团 (zh)
2025-11-03 22:21:46,433 - scripts.check_pageviews - INFO - [*] 正在网络查询: 国家电力投资集团 (zh)
2025-11-03 22:21:46,434 - scripts.check_pageviews - INFO - [*] 正在网络查询: 北京广播电视台 (zh)
2025-11-03 22:21:46,434 - scripts.check_pageviews - INFO - [*] 正在网络查询: 兵部尚书 (zh)
2025-11-03 22:21:46,434 - scripts.check_pageviews - INFO - [*] 正在网络查询: 阿姆斯特丹大学 (zh)
2025-11-03 22:21:46,434 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国大唐集团 (zh)
2025-11-03 22:21:46,434 - scripts.check_pageviews - INFO - [*] 正在网络查询: 披頭四樂隊 (zh)
2025-11-03 22:21:46,434 - scripts.check_pageviews - INFO - [*] 正在网络查询: 北京语言大学 (zh)
2025-11-03 22:21:46,434 - scripts.check_pageviews - INFO - [*] 正在网络查询: 英特尔 (zh)
2025-11-03 22:21:46,434 - scripts.check_pageviews - INFO - [*] 正在网络查询: 上海工人革命造反总司令部 (zh)
2025-11-03 22:21:46,434 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中共中央东北局 (zh)
2025-11-03 22:21:46,435 - scripts.check_pageviews - INFO - [*] 正在网络查询: 国务院侨务办公室 (zh)
2025-11-03 22:21:46,435 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国国际广播电台 (zh)
2025-11-03 22:21:46,435 - scripts.check_pageviews - INFO - [*] 正在网络查询: 裕隆汽車 (zh)
2025-11-03 22:21:46,435 - scripts.check_pageviews - INFO - [*] 正在网络查询: 龙潭三杰 (zh)
2025-11-03 22:21:46,435 - scripts.check_pageviews - INFO - [*] 正在网络查询: 老红卫兵 (zh)
2025-11-03 22:21:46,435 - scripts.check_pageviews - INFO - [*] 正在网络查询: 史丹佛大學 (zh)
2025-11-03 22:21:46,435 - scripts.check_pageviews - INFO - [*] 正在网络查询: 内蒙古自治区人民政府 (zh)
2025-11-03 22:21:46,435 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中华人民共和国中央人民政府 (1949年—1954年) (zh)
2025-11-03 22:21:46,435 - scripts.check_pageviews - INFO - [*] 正在网络查询: 极左派 (文革) (zh)
2025-11-03 22:21:46,436 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国人民解放军联勤保障部队工程大学 (zh)
2025-11-03 22:21:46,436 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国铁塔 (zh)
2025-11-03 22:21:46,436 - scripts.check_pageviews - INFO - [*] 正在网络查询: 非洲人国民大会 (zh)
2025-11-03 22:21:46,436 - scripts.check_pageviews - INFO - [*] 正在网络查询: 北京中民信房地产 (zh)
2025-11-03 22:21:46,436 - scripts.check_pageviews - INFO - [*] 正在网络查询: 晋察冀边区 (zh)
2025-11-03 22:21:46,436 - scripts.check_pageviews - INFO - [*] 正在网络查询: 八路军 (zh)
2025-11-03 22:21:46,436 - scripts.check_pageviews - INFO - [*] 正在网络查询: 青州兵 (zh)
2025-11-03 22:21:46,436 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中國文化大學 (zh)
2025-11-03 22:21:46,436 - scripts.check_pageviews - INFO - [*] 正在网络查询: 内蒙古自治政府 (zh)
2025-11-03 22:21:46,437 - scripts.check_pageviews - INFO - [*] 正在网络查询: 韩国国会 (zh)
2025-11-03 22:21:46,437 - scripts.check_pageviews - INFO - [*] 正在网络查询: 京东集团 (zh)
2025-11-03 22:21:46,437 - scripts.check_pageviews - INFO - [*] 正在网络查询: 孫吳 (zh)
2025-11-03 22:21:46,437 - scripts.check_pageviews - INFO - [*] 正在网络查询: 全國不分區及僑居國外國民立法委員選舉區 (zh)
2025-11-03 22:21:46,437 - scripts.check_pageviews - INFO - [*] 正在网络查询: 大连海事大学 (zh)
2025-11-03 22:21:46,437 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国共产党南京市委员会 (zh)
2025-11-03 22:21:46,437 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国人民解放军空军与海军航空兵编制序列 (zh)
2025-11-03 22:21:46,437 - scripts.check_pageviews - INFO - [*] 正在网络查询: 深圳市人民政府 (zh)
2025-11-03 22:21:46,437 - scripts.check_pageviews - INFO - [*] 正在网络查询: 耶拿大学 (zh)
2025-11-03 22:21:46,438 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中国中信集团 (zh)
2025-11-03 22:21:46,438 - scripts.check_pageviews - INFO - [*] 正在网络查询: 造反派 (zh)
2025-11-03 22:21:46,438 - scripts.check_pageviews - INFO - [*] 正在网络查询: 以习近平同志为核心的党中央 (zh)
2025-11-03 22:21:46,438 - scripts.check_pageviews - INFO - [*] 正在网络查询: 普魯士王國 (zh)
2025-11-03 22:21:46,438 - scripts.check_pageviews - INFO - [*] 正在网络查询: 华中理工大学 (zh)
2025-11-03 22:21:46,438 - scripts.check_pageviews - INFO - [*] 正在网络查询: 印度政府 (zh)
2025-11-03 22:21:46,438 - scripts.check_pageviews - INFO - [*] 正在网络查询: 新加坡副总理 (zh)
2025-11-03 22:21:46,438 - scripts.check_pageviews - INFO - [*] 正在网络查询: 国民党 (南非) (zh)
2025-11-03 22:21:46,438 - scripts.check_pageviews - INFO - [*] 正在网络查询: 广州市人民政府 (zh)
2025-11-03 22:21:46,438 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中华人民共和国外交部 (zh)
2025-11-03 22:21:46,439 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中國人民解放軍駐香港部隊 (zh)
2025-11-03 22:21:46,439 - scripts.check_pageviews - INFO - [*] 正在网络查询: 第七届全国人民代表大会 (zh)
2025-11-03 22:21:46,439 - scripts.check_pageviews - INFO - [*] 正在网络查询: 同方威视 (zh)
2025-11-03 22:21:46,439 - scripts.check_pageviews - INFO - [*] 正在网络查询: 国家开发投资集团 (zh)
2025-11-03 22:21:46,439 - scripts.check_pageviews - INFO - [*] 正在网络查询: 紅杉資本 (zh)
2025-11-03 22:21:46,439 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中華民國教育部 (zh)
2025-11-03 22:21:46,439 - scripts.check_pageviews - INFO - [*] 正在网络查询: 世新大學 (zh)
2025-11-03 22:21:46,439 - scripts.check_pageviews - INFO - [*] 正在网络查询: 英国东印度公司 (zh)
